Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Marine Layer-men,ls-flannel-grid-plaid-navy-hthr-red-windowpane,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/culver_buttondown3214-Final-TN.jpg?v=1566502555,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-flannel-grid-plaid-navy-hthr-red-windowpane,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN1_e08b80cb-b6cb-47bb-bf0c-367e7bf320b2.jpg?v=1566502555,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-buffalo-plaid-shirt-navy-green-gables-buffalo,Mosswood Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody></sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/ls-buffalo-plaid-shirt-navy-green-gables-buffalo,,,,1,,deny,manual,125,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-moss-wood-buttondown-Final-web.jpg?v=1572029459,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-buffalo-plaid-shirt-navy-green-gables-buffalo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN2_7b78d0b4-dec5-42bc-950f-6f7500429f11.jpg?v=1572527145,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-buffalo-plaid-shirt-navy-green-gables-buffalo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN1_266c6b46-d81a-4189-95cf-34a4157afff3.jpg?v=1572527145,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-buffalo-plaid-shirt-navy-green-gables-buffalo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN3_0b1a73ad-b3f9-44ab-bd6d-5de7e10fa3ee.jpg?v=1572527139,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,clune-button-down-carbon,Clune Button Down in Carbon,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody></sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/clune-button-down-carbon,,,,1,,deny,manual,98,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-blue-selvage-button-up-Final-web-w.jpg?v=1573497982,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-printed-button-down-thyme,Cedar Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Collar buttons down\n	•	Custom-designed print\n	•	Great for meeting the in-laws</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/ls-printed-button-down-thyme,,,,1,,deny,manual,98,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-button-down-thumb.jpg?v=1567196603,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-printed-button-down-thyme,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN1_26414618-4d50-4512-8782-b9125be38bad.jpg?v=1567196603,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-printed-button-down-thyme,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/denrock_buttondown_or_cedar__maybe--10855-FInal-TN.jpg?v=1567196603,3,,,,,,,,,,,,,,,,,,,,,,
