Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
The Normal Brand-men,copy-of-mountain-overshirt-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/BLUE.png?v=1568667466,3,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,copy-of-mountain-overshirt-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-157.png?v=1568667466,4,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,copy-of-mountain-overshirt-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-153.png?v=1568667466,5,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,Mountain Overshirt - Blue Haze,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This incredibly soft heavyweight twill feels like a knit, and layers like a jacket. Thick yarns make it perfect for the outdoors. The Mountain Shirt was intended to be taken anywhere. It's finished off with an acid wash for a perfectly imperfect vintage look.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>See brand's website for detailed sizing info.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on US orders over $99. Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase. Refunds are credited back to you via your original payment method once your return has been received and processed. All clearance, mystery box, gift cards, or final sale items are not eligible for returns or exchanges.</sectionBody></section></sections>",The Normal Brand-men,Woven,"normal, shirt",,Title, Default Title,Link,https://thenormalbrand.com/products/mountain-overshirt-blue-haze,,,,1,,deny,manual,82,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring19-1267_b9763573-f733-495d-be46-8a864200aaeb.jpg?v=1542393236,1,,FALSE,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring19-1264_82955767-823a-463f-8276-d0dbbb3fb2e6.jpg?v=1542393236,2,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring19-1260_4164fbc8-7b64-4542-8556-764771fa92d8.jpg?v=1542393236,3,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Colorado-78_dd27d59e-6c76-4840-86c0-61264e7e0fa6.jpg?v=1542393236,4,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Colorado_Day2-115_d5a703c4-5753-4346-b43f-5434bd8bb975.jpg?v=1542393236,5,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Colorado-108_c8a1c880-9d6b-42b6-a127-efd73524c52c.jpg?v=1542393236,6,,,,,,,,,,,,,,,,,,,,,,
The Normal Brand-men,mountain-overshirt-blue-haze,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Colorado_Day2-117_5adaa7af-d98f-477c-a5cf-6509f49ac682.jpg?v=1542393236,7,,,,,,,,,,,,,,,,,,,,,,
