Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Vuori-men,fleet-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V429BLK_1.jpg?v=1563392519,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,fleet-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V429BLK_2.jpg?v=1563392521,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,fleet-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V429BLK_3.jpg?v=1563392523,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,fleet-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V429BLK_4.jpg?v=1563392526,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,fleet-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V429BLK_5.jpg?v=1563392528,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,jeffreys-pullover-heather-grey,Jeffreys Pullover | Heather Grey,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Jeffrey’s Pullover is a classic, long-sleeve crew neck shirt with thermal comfort and everyday style. Offering a lifestyle look with a chest pocket and performance functionality in the side zip pocket, this pullover is your universal, everyday piece. Great for traveling, training and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Jackets & Hoodies,"vuori, outerwear, long sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/jeffreys-pullover-heather-grey,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V218HTG_7abbd327-e1e0-4291-854f-c11943483be4.jpg?v=1554353992,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,jeffreys-pullover-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V218HTG_1.jpg?v=1554353992,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,jeffreys-pullover-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V218HTG_2.jpg?v=1554353992,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,Balboa Pant | Black,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Your classic cozy sweatpants, the Balboa Pants are made with ultrasoft peached cotton and have one of our most relaxed fits. The soft knit–encased waistband and elastic ankle cuffs keep them secure for all of your lounging needs. Great for yoga (non-heated), running, traveling and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Pants,"vuori, pants",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/balboa-pant-black,,,,1,,deny,manual,84,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_2dfb252c-0879-4c93-ada5-5a8e661bc2d2.jpg?v=1562007514,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_4.jpg?v=1562007514,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_1.jpg?v=1562007514,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_3.jpg?v=1562007514,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_5.jpg?v=1562007514,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,balboa-pant-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V406BLK_7.jpg?v=1562007514,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-5-black,Kore Short 5'' | Black,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>One short for every sport, the Kore Short 5"" has a shorter athletic fit, falling several inches above the knee, and an anywhere and everywhere functionality. Go commando with confidence with the breathable, boxer-brief liner. Great for yoga, training, running and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts, best seller",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/kore-short-5-black,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V367BLK.jpg?v=1562007295,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-5-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V367BLK_1.jpg?v=1562007295,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-5-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V367BLK_2.jpg?v=1562007295,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-5-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V367BLK_3.jpg?v=1562007295,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-5-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V367BLK_4.jpg?v=1562007295,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-charcoal-twill-texture,Kore Short | Charcoal Twill Texture,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>One short for every sport, the Kore Short has a classic athletic fit, falling just about the knee, with an anywhere and everywhere versatility. Go commando in confidence with the breathable, boxer-brief liner. Great for yoga, training, running and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/kore-short-charcoal-twill-texture,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302CTT.jpg?v=1563307486,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-charcoal-twill-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302CTT_1.jpg?v=1563307496,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-charcoal-twill-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302CTT_2.jpg?v=1563307498,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-charcoal-twill-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302CTT_3.jpg?v=1563307500,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-charcoal-twill-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302CTT_4.jpg?v=1563307503,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,Banks Short | Black Camo,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The ultimate in versatility, the Banks Shorts are made from four to five recycled plastic bottles each to take you from land to sea and beyond. An athletic short built with a scalloped leg for your most universal performance item. Great for yoga, training, running, surfing, swimming and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/banks-short-black-camo,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_4a2e40ea-8c7f-4914-96f6-cda8457e123a.jpg?v=1561672345,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_1_57db7322-d943-4ad7-ac35-6362e735a7a4.jpg?v=1561672345,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_2_3bd0001f-c685-4631-b59e-0c9755d74670.jpg?v=1561672345,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_3_ef8a52ff-e2af-47c7-9b84-a99981e362d4.jpg?v=1561672345,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_4_3e5a3c68-c855-45a5-a135-faa8e5df388b.jpg?v=1561672345,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-black-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330BCM_5_a062810a-aad6-42d8-92f9-2905a9a9f22b.jpg?v=1561672345,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-heather-grey,Tradewind Performance Tee | Heather Grey,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Tradewind Performance Tee is the most technical tee in the lineup, with perforated performance knit, UPF and quick-drying capabilities. Light and breathable, the flatlock seams and chest pocket allow for easy transition into everyday life. Great for yoga, training and running. Designed with a slimmer fit; for a more relaxed fit, we recommend sizing up.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Tops,"vuori, short sleeve, best seller",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/tradewind-performance-tee-heather-grey,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HTG_7e002cdb-a57f-41d7-b916-45a6bde6bac8.jpg?v=1561656703,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HTG_1.jpg?v=1561656703,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HTG_2.jpg?v=1561656703,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HTG_3.jpg?v=1561656703,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/TRADEWIND.jpg?v=1563839973,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-navy,Tradewind Performance Tee | Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Tradewind Performance Tee is the most technical tee in the lineup, with perforated performance knit, UPF and quick-drying capabilities. Light and breathable, the flatlock seams and chest pocket allow for easy transition into everyday life. Great for yoga, training and running. Designed with a slimmer fit; for a more relaxed fit, we recommend sizing up.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Tops,"vuori, short sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/tradewind-performance-tee-navy,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109NVY_c715661d-0463-4b1e-bfda-1bd923c48f7e.jpg?v=1561656724,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109NVY_1.jpg?v=1561656724,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109NVY_2.jpg?v=1561656724,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-canyon-heather,Tradewind Performance Tee | Canyon Heather,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Tradewind Performance Tee is the most technical tee in the lineup, with perforated performance knit, UPF and quick-drying capabilities. Light and breathable, the flatlock seams and chest pocket allow for easy transition into everyday life. Great for yoga, training and running. Designed with a slimmer fit; for a more relaxed fit, we recommend sizing up.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Tops,"vuori, short sleeve, best seller",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/tradewind-performance-tee-canyon-heather,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HCY_22d324fb-b70e-41e5-903f-8f9f3bed7b3d.jpg?v=1561656657,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-canyon-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HCY_1_18f8f3e6-9872-4378-a76b-8cc45878e834.jpg?v=1561656657,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-canyon-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HCY_2.jpg?v=1561656657,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-canyon-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HCY_3.jpg?v=1561656657,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tradewind-performance-tee-canyon-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V109HCY_4.jpg?v=1561656657,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-olive-camo,Kore Short | Olive Camo,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>One short for every sport, the Kore Short has a classic athletic fit, falling just about the knee, with an anywhere and everywhere versatility. Go commando in confidence with the breathable, boxer-brief liner. Great for yoga, training, running and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/kore-short-olive-camo,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302OCM_c80c35a1-7771-47a9-8587-70decb51abb1.jpg?v=1561662984,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-olive-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302.05OCM__1_9919f357-d1be-4a47-9785-66c14f040a33.jpg?v=1561662984,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-olive-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302.05OCM_2_67757773-11e3-416a-b151-e4c9a17b4b65.jpg?v=1561662984,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,kore-short-olive-camo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V302.05OCM_4.jpg?v=1561662984,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,Transit Jogger | Evergreen,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>When performance meets daily wear, you get a woven athletic jogger with the workout qualities you love and the comfort of everyday pants. Back and side zip pockets, a signature drawcord and elastic ankle cuffs tie everything together for the Transit Joggers. Great for running, training, traveling and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Pants,"vuori, pants",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/transit-jogger-evergreen,,,,1,,deny,manual,89,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG.jpg?v=1563389132,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG_1.jpg?v=1563389142,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG_2.jpg?v=1563389144,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG_3.jpg?v=1563389146,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG_4.jpg?v=1563389148,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,transit-jogger-evergreen,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V417EVG_5.jpg?v=1563389152,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,Banks Short | Ink Cell Texture,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The ultimate in versatility, the Banks Shorts are made from four to five recycled plastic bottles each to take you from land to sea and beyond. An athletic short built with a scalloped leg for your most universal performance item. Great for yoga, training, running, surfing, swimming and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/banks-short-ink-cell-texture,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_8c81ec76-10ec-479d-aa49-113f1d17029d.jpg?v=1567530423,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_1.jpg?v=1567530423,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_2.jpg?v=1567530423,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_3.jpg?v=1567530423,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_4.jpg?v=1567530423,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,banks-short-ink-cell-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V330ICT_5.jpg?v=1567530423,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,tuvalu-tee-ink,Tuvalu Tee | Ink,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Soft and sustainable, the Tuvalu Tee is an ultrasoft pima cotton T-shirt crafted with our natural SeaCell fiber (organic seaweed and sustainable wood pulp) for comfort, performance and a nod to Mother Earth. Great for yoga (non-heated), training, traveling and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Tops,"vuori, short sleeve, best seller",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/tuvalu-tee-ink,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V101INK.jpg?v=1563298202,1,,FALSE,,,,,,,,,,,,,,,,,,,
