Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Vuori-men,geometric-pocket-tee-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V944CCL_1.jpg?v=1563394939,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,geometric-pocket-tee-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V944CCL_2.jpg?v=1563394941,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,soco-zip-up-black,Soco Zip Up | Black,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>From the metro to the mountains, the Soco Zip-Up jacket is built to look clean and stand up to the elements. It is made with a lightweight, water-resistant woven shell that is lined with polar fleece to keep you warm. Great for running, hiking, traveling and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Jackets & Hoodies,"vuori, outerwear, long sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/soco-zip-up-black,,,,1,,deny,manual,138,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V518BLK.jpg?v=1563392802,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,soco-zip-up-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V518BLK_1.jpg?v=1563392812,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,soco-zip-up-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V518BLK_2.jpg?v=1563392814,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,soco-zip-up-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V518BLK_3.jpg?v=1563392816,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,soco-zip-up-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V518BLK_4.jpg?v=1563392818,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,Durango Half Zip | Heather Grey,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Durango 1/2-Zip performance fleece sweater has a soft brushed interior to keep you ultrawarm on your cold-weather adventures. Made with a 1/2-zip and front kangaroo pocket, you’re equipped to take on the cold. Great for hiking, camping, traveling and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Jackets & Hoodies,"vuori, outerwear, long sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/durango-half-zip-heather-grey,,,,1,,deny,manual,112,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG.jpg?v=1563392893,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG_1.jpg?v=1563392900,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG_2.jpg?v=1563392903,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG_3.jpg?v=1563392905,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG_4.jpg?v=1563392907,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V519HTG_5.jpg?v=1563392909,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,durango-half-zip-heather-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/DURANGO.jpg?v=1563839774,7,,,,,,,,,,,,,,,,,,,,,
Vuori-men,eclipse-tee-army-heather,Eclipse Tee | Army Heather,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Through light and shadows, the Eclipse graphic featured on the softest cotton tees is your favorite shirt that’s ready for anything. Great for traveling, hiking and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Graphic Tees,"vuori, short sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/eclipse-tee-army-heather,,,,1,,deny,manual,32,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V941HTA.jpg?v=1563394665,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,eclipse-tee-army-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V941HTA_1.jpg?v=1563394674,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,eclipse-tee-army-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V941HTA_2.jpg?v=1563394677,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,Stockton Short | Canyon Linen Texture,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A little throwback style for your athletic endeavors, these new 2-in-1 athletic shorts have a slightly longer compression liner and a soft knit–encased waistband and drawcord. Moisture wicking, supportive and stylish, these shorts will be your best training partner ever. Great for training, yoga and running.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, sale, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/stockton-short-canyon-linen-texture,,,,1,,deny,manual,53,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL.jpg?v=1562006568,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL_1.jpg?v=1562006568,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL_2.jpg?v=1562006568,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL_3.jpg?v=1562006568,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL_6.jpg?v=1562006568,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-canyon-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346CYL_7.jpg?v=1562006568,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,v1-logo-tee-navy-heather,V1 Logo Tee | Navy Heather,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Bold and clean, the V1 Logo graphic featured on the softest cotton tees is your favorite shirt that’s ready for anything. Great for traveling, hiking and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Graphic Tees,"vuori, short sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/v1-logo-tee-navy-heather,,,,1,,deny,manual,32,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V925HNV.jpg?v=1563394568,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,v1-logo-tee-navy-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V925HNV_1.jpg?v=1563394574,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,v1-logo-tee-navy-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V925HNV_2.jpg?v=1563394576,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,Ease Performance Half Zip | Evergreen Heather,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Ready for anything, the Ease Performance 1/2-Zip is versatile enough to be thrown over or under your workout and daily attire. Built with UPF 30+, this pullover is made for your outdoor adventures with quick-drying and moisture-wicking properties. With a zip stash pocket and flatlock seams, the athletic fit makes it a perfect base layer or lightweight top layer. Great for running, hiking and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Jackets & Hoodies,"vuori, outerwear, long sleeve",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/ease-performance-half-zip-evergreen-heather,,,,1,,deny,manual,76,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV.jpg?v=1563303105,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV_1_ad125155-3142-40bf-8204-1cefc074a534.jpg?v=1563303105,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV_2.jpg?v=1563303108,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV_3.jpg?v=1563303110,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV_4.jpg?v=1563303114,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,ease-performance-half-zip-evergreen-heather,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V221HEV_5.jpg?v=1563303117,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,Stockton Short | Grey Linen Texture,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A little throwback style for your athletic endeavors, these new 2-in-1 athletic shorts have a slightly longer compression liner and a soft knit–encased waistband and drawcord. Moisture wicking, supportive and stylish, these shorts will be your best training partner ever. Great for training, yoga and running.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/stockton-short-grey-linen-texture,,,,1,,deny,manual,76,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346GRL.jpg?v=1563310537,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346GRL_1.jpg?v=1563310546,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346GRL_2.jpg?v=1563310548,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346GRL_3.jpg?v=1563310552,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V346GRL_4.jpg?v=1563310556,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,stockton-short-grey-linen-texture,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/STOCKTON.jpg?v=1563839921,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-fig-stripe,Trail Short | Fig Stripe,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Not quite naked, the Trail Shorts offer a shorter, lightweight athletic fit with a built-in CoolMax liner and brushed elastic waistband. Store your small items in the hidden waistband pocket to go hands-free on all your active adventures. Great for running, training, yoga and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/trail-short-fig-stripe,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341FIS.jpg?v=1563309437,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-fig-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341FIS_2.jpg?v=1563309444,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-fig-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341FIS_3.jpg?v=1563309446,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-fig-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341FIS_4.jpg?v=1563309448,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-fig-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341FIS_5.jpg?v=1563309450,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,Trail Short | Evergreen Heather Stripe,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Not quite naked, the Trail Shorts offer a shorter, lightweight athletic fit with a built-in CoolMax liner and brushed elastic waistband. Store your small items in the hidden waistband pocket to go hands-free on all your active adventures. Great for running, training, yoga and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/trail-short-evergreen-heather-stripe,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS.jpg?v=1563309389,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS_1.jpg?v=1563309398,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS_2.jpg?v=1563309400,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS_3.jpg?v=1563309402,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS_4.jpg?v=1563309404,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-evergreen-heather-stripe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341EHS_5.jpg?v=1563309407,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,Cruise Boardshort | Black Vintage Floral,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Built like an everyday short and made with recycled plastic bottles, the Cruise Boardshort is your go-to transition from water to life piece. With scalloped legs and a high-performance boardshort fit, these boardshorts were made with a nod to our Mother Ocean. Great for surfing, paddling, training and yoga.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Boardshorts,"vuori, boardshorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/cruise-boardshort-black-vintage-floral,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_beac8537-bd9a-4fbb-8b22-01a8e66d015a.jpg?v=1561667643,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_1.jpg?v=1561667643,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_2.jpg?v=1561667643,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_3.jpg?v=1561667643,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_4.jpg?v=1561667643,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,cruise-boardshort-black-vintage-floral,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V314BVF_5.jpg?v=1561667643,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,Trail Short | Ink Triangle Fade,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Not quite naked, the Trail Shorts offer a shorter, lightweight athletic fit with a built-in CoolMax liner and brushed elastic waistband. Store your small items in the hidden waistband pocket to go hands-free on all your active adventures. Great for running, training, yoga and chilling.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Shorts,"vuori, shorts",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/trail-short-ink-triangle-fade,,,,1,,deny,manual,68,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF.jpg?v=1563309614,1,,FALSE,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF_1.jpg?v=1563309622,2,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF_2.jpg?v=1563309623,3,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF_3.jpg?v=1563309626,4,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF_4.jpg?v=1563309628,5,,,,,,,,,,,,,,,,,,,,,
Vuori-men,trail-short-ink-triangle-fade,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V341ITF_5.jpg?v=1563309630,6,,,,,,,,,,,,,,,,,,,,,
Vuori-men,encinitas-hat-natural,Encinitas Hat | Natural,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Durable, High quality, built for adventure.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Orders will ship within 1 business day from the time they are placed. All Vuori order ship from Southern California. Once processed, standard ground shipments can take as little as 2-3 days to destinations within California and up to five to ten business days to the east coast. Expedited shipments are the exception. Orders must be placed by noon eastern time to be processed same business day.\n\nIf you are not completely satisfied with your purchase, send it back. We are happy to accept returns (we do not accept returns of sale-items) for a refund, or store credit. (If an order is older than 60 days we can only offer store credit).</sectionBody></section></sections>",Vuori-men,Headwear,"vuori, hats",,Title, Default Title,Link,https://vuoriclothing.com/collections/mens/products/encinitas-hat-natural,,,,1,,deny,manual,32,,,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/V828NAT_0_4be72e6e-bf9b-4c9d-a460-76519a022817.jpg?v=1556736173,1,,FALSE,,,,,,,,,,,,,,,,,,,
