Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Twillory-men,navy-extra-trim-performance-pants,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/TFW19PCP001X-BP1_3891c53f-d201-4192-8550-d6bb51e35c00.jpg?v=1568227931,4,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,navy-extra-trim-performance-pants,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/TFW19PCP001X-L1_0b47d7a0-c3d5-4b07-a72a-96d14df21a5b.jpg?v=1568227931,5,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,navy-extra-trim-performance-pants,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/TFW19PCP001X-D1_3948ebf7-6f6d-4a39-a09e-d1fb5a3e68ca.jpg?v=1568227931,6,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,navy-extra-trim-performance-pants,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/TWPants_pouch_9072fef1-34de-47cd-9489-deb20ec77cb7.jpg?v=1568227931,7,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-reliever,RELIEVER // Performance Check,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Button Cuff\n	•	Dynamic 4-way Stretch\n	•	Non-Iron\n	•	Moisture Wicking\n	•	Hyperbreathable\n	•	Performance Fabric: Cotton / COOLMAX TM / Spandex\n	•	Brushed Nickel Collar Stays\nWhen the hustle brings the heat, you need a shirt that can take it.\nMeet the Twillory Performance Shirt, a game-changing combination of fashion and function that's engineered to deliver superior style in any situation. Crafted from hyperbreathable 4-Way Stretch fabric, each shirt features Coolmax moisture-wicking tech to keep you dry, and our proprietary Non Iron treatment to keep you wrinkle-free.\nSo go ahead: dream bigger, grind harder, and push further. Just know that when it comes to looking good, the Performance Shirt has your back, no sweat (literally).</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Guaranteed Fit! FREE US shipping and returns for 30 days.</sectionBody></section></sections>",Twillory-men,Shirt,"twillory, performance",,Title, Default Title,Link,https://www.twillory.com/products/performance-reliever,,,,1,,deny,manual,99,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF083_F_450dc8e4-90be-4019-b10d-0da0ec15b67a.jpg?v=1569524662,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-reliever,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF083_C_21f883c8-b71d-4e57-8064-b7024ce47752.jpg?v=1569524662,2,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-reliever,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF083_S_53823c89-e4b9-4a5d-92ce-202667eb5aee.jpg?v=1569524662,3,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-reliever,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/GR_TFW_MPF083_F.jpg?v=1572552571,4,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-aviator,AVIATOR // Performance Windowpane,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Button Cuff\n	•	Dynamic 4-way Stretch\n	•	Non-Iron\n	•	Moisture Wicking\n	•	Hyperbreathable\n	•	Performance Fabric: Cotton / COOLMAX TM / Spandex\n	•	Brushed Nickel Collar Stays\nWhen the hustle brings the heat, you need a shirt that can take it.\nMeet the Twillory Performance Shirt, a game-changing combination of fashion and function that's engineered to deliver superior style in any situation. Crafted from hyperbreathable 4-Way Stretch fabric, each shirt features Coolmax moisture-wicking tech to keep you dry, and our proprietary Non Iron treatment to keep you wrinkle-free.\nSo go ahead: dream bigger, grind harder, and push further. Just know that when it comes to looking good, the Performance Shirt has your back, no sweat (literally).</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Guaranteed Fit! FREE US shipping and returns for 30 days.</sectionBody></section></sections>",Twillory-men,Shirt,"twillory, performance",,Title, Default Title,Link,https://www.twillory.com/products/performance-aviator,,,,1,,deny,manual,99,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF087_F_c5b278fc-8fdf-4580-bf91-fa7626a5af86.jpg?v=1569524672,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-aviator,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF087_C_61467120-fe73-4170-b0d1-f4cde92f62a2.jpg?v=1569524672,2,,,,,,,,,,,,,,,,,,,,,,
