Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Taylrd-men,black-jogger,Black | Tech Joggers,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Click the buy button for more info. Made from the highest quality fabric. Features: Tri-Blend: Rayon, Nylon, Spandex Stretch</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Jogger,"taylrd",,Title, Default Title,Link,https://www.taylrdclothing.com/products/black-jogger,,,,1,,deny,manual,79,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/561042_Image-1_101419.jpg?v=1571442748,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,black-jogger,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/561042_Image-3_101419.jpg?v=1571442714,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,black-jogger,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/561042_Image-2_101419.jpg?v=1571442806,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,black-jogger,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/561042_Image-4_101419.jpg?v=1571442798,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,black-jogger,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/561042_Image-5_101419.jpg?v=1571442728,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,black-jogger,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-844-min.jpg?v=1571937428,6,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-charcoal-grey,Charcoal Grey | Bomber Jacket,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Lightweight bomber jacket that keeps you protected from rain, wind and mild temperatures. Stylishly designed to keep you looking your best when it’s chilly out. Fabric: 100% Polyester. Features: Waterproof, 2 interior welt pockets, 1 interior patch pocket, self adjusting collar for perfect fit around neck.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model: Model is 6'2"" and wears a medium.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Bomber Jacket,"taylrd, jacket",,Title, Default Title,Link,https://www.taylrdclothing.com/products/bomber-jacket-charcoal-grey,,,,1,,deny,manual,85.71,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1551-min.jpg?v=1571428533,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-charcoal-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1525-min.jpg?v=1571428533,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-charcoal-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1540-min.jpg?v=1571428533,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-charcoal-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1548-min.jpg?v=1571428533,4,,,,,,,,,,,,,,,,,,,,,,
