Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Outerknown-men,ascent-fleece-crew-ember,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_EBR_3_pdp.jpg?v=1571343126,5,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-ember,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_EBR_swt.png?v=1571343133,6,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,Ascent Fleece Crew,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Comfy, soft, flexible, warm—we can’t say enough good things about this recycled polyester polar fleece.\n	•	Paired with our sweats, you couldn’t dream up a better outfit to jump into post surf or mountain sesh.\n	•	Great for the house, solid for layering, and, with a modern cut, this crew also looks good with a pair of jeans.\n	•	Dorito stitch detail at neckline and our signature OK patch.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>For all U.S. orders, we offer free standard shipping on orders over $100. Orders placed with standard shipping will arrive in 3-7 business days.\nWe gladly accept returns or exchanges within 30 days of purchase as long as they are in original condition (unworn, unwashed and with tags).</sectionBody></section></sections>",Outerknown-men,Sweatshirts,"outerknown, sweatshirts",,Title, Default Title,Link,https://www.outerknown.com/products/ascent-fleece-crew-mangrove,,,,1,,deny,manual,78,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_MNG_f_pdp.jpg?v=1571343024,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascentfleececrew_mng_0368_pdp.jpg?v=1571343024,2,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_MNG_1_pdp.jpg?v=1571343024,3,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_MNG_2_pdp.jpg?v=1571343024,4,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_MNG_3_pdp.jpg?v=1571343024,5,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,ascent-fleece-crew-mangrove,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/1240025_outerknown_ascent_flece_crew_MNG_swt.png?v=1571343032,6,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,Noche Crew - FINAL SALE,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	A trusty all-season crew featuring stylish rolled knit details at the sleeve cuff, bottom hem, and neckline\n	•	The midweight, heathered organic cotton yarn has a textured slub for natural dimension\n	•	An ideal layer for chilly moments that feels great over a tee or under a Blanket Shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>For all U.S. orders, we offer free standard shipping on orders over $100. Orders placed with standard shipping will arrive in 3-7 business days.\nWe gladly accept returns or exchanges within 30 days of purchase as long as they are in original condition (unworn, unwashed and with tags).</sectionBody></section></sections>",Outerknown-men,Sweaters,"outerknown",,Title, Default Title,Link,https://www.outerknown.com/products/noche-crew-heather-charcoal,,,,1,,deny,manual,30,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/60f8c35d4e9d724732763ce25fc8e740_4f17a8fe-e559-4547-93f5-27a84cab205d.jpg?v=1573020714,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/faf37877014aadd6c1bee4c73d106470_91d925c7-955c-4ea6-bac0-3b7b4170a468.jpg?v=1573020714,2,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/38cea9b0946d2683fb32e3018353a5c1_1994ee3e-2ab8-4236-a57c-b7bef704e419.jpg?v=1573020714,3,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/af682626c95104185691d333b24004da_c13ca6f7-6b68-47da-a486-63bcb765785d.jpg?v=1573020714,4,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/032c591eabe7b6e4e1650af64d2a2020_e31c0f9c-4415-40fb-9cba-973e3041fbc4.jpg?v=1573020714,5,,,,,,,,,,,,,,,,,,,,,,
Outerknown-men,noche-crew-heather-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2445/4975/products/4fe39848702d42232517254b615f3525_c3a0b273-11bf-4e43-a819-b50dd4ebcf01.jpg?v=1517944464,6,,,,,,,,,,,,,,,,,,,,,,
